Year,Category,Nominee,Additional Info,Won?
1987,SOUND,The Witches of Eastwick,"Wayne Artman, Tom Beckert, Tom Dahl, Art Rochester",NO
1987,SOUND,Lethal Weapon,"Les Fresholtz, Dick Alexander, Vern Poore, Bill Nelson",NO
1987,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),RoboCop,"Stephen Flick, John Pospisil",YES
1987,VISUAL EFFECTS,Predator,"Joel Hynek, Robert M. Greenberg, Richard Greenberg, Stan Winston",NO
1987,VISUAL EFFECTS,Innerspace,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",YES
1987,WRITING (Screenplay Based on Material from Another Medium),The Last Emperor,"Mark Peploe, Bernardo Bertolucci",YES
1987,WRITING (Screenplay Based on Material from Another Medium),My Life As a Dog,"Lasse Hallstr&Atilde;&para;m, Reidar J&Atilde;&para;nsson, Brasse Br&Atilde;&curren;nnstr&Atilde;&para;m, Per Berglund",NO
1987,WRITING (Screenplay Based on Material from Another Medium),Full Metal Jacket,"Stanley Kubrick, Michael Herr, Gustav Hasford",NO
1987,WRITING (Screenplay Based on Material from Another Medium),Fatal Attraction,James Dearden,NO
1987,WRITING (Screenplay Based on Material from Another Medium),The Dead,Tony Huston,NO
1987,WRITING (Screenplay Written Directly for the Screen),Radio Days,Woody Allen,NO
1987,WRITING (Screenplay Written Directly for the Screen),Hope and Glory,John Boorman,NO
1987,WRITING (Screenplay Written Directly for the Screen),"Au Revoir Les Enfants (Goodbye, Children)",Louis Malle,NO
1987,WRITING (Screenplay Written Directly for the Screen),Moonstruck,John Patrick Shanley,YES
1987,WRITING (Screenplay Written Directly for the Screen),Broadcast News,James L. Brooks,NO
1988,ACTOR IN A LEADING ROLE,Gene Hackman,"Mississippi Burning {Anderson""}""",NO
1988,ACTOR IN A LEADING ROLE,Edward James Olmos,"Stand and Deliver {Jaime Escalante""}""",NO
1988,ACTOR IN A LEADING ROLE,Dustin Hoffman,"Rain Man {Raymond Babbitt""}""",YES
1988,ACTOR IN A LEADING ROLE,Tom Hanks,"Big {Josh""}""",NO
1988,ACTOR IN A LEADING ROLE,Max Von Sydow,"Pelle the Conqueror {Lasse Karlsson""}""",NO
1988,ACTOR IN A SUPPORTING ROLE,Martin Landau,"Tucker The Man and His Dream {Abe""}""",NO
1988,ACTOR IN A SUPPORTING ROLE,Alec Guinness,"Little Dorrit {William Dorrit""}""",NO
1988,ACTOR IN A SUPPORTING ROLE,River Phoenix,"Running on Empty {Danny Pope""}""",NO
1988,ACTOR IN A SUPPORTING ROLE,Kevin Kline,"A Fish Called Wanda {Otto""}""",YES
1988,ACTOR IN A SUPPORTING ROLE,Dean Stockwell,"Married to the Mob {Tony 'the Tiger' Russo""}""",NO
1988,ACTRESS IN A LEADING ROLE,Melanie Griffith,"Working Girl {Tess McGill""}""",NO
1988,ACTRESS IN A LEADING ROLE,Meryl Streep,"A Cry in the Dark {Lindy""}""",NO
1988,ACTRESS IN A LEADING ROLE,Glenn Close,"Dangerous Liaisons {Marquise de Merteuil""}""",NO
1988,ACTRESS IN A LEADING ROLE,Sigourney Weaver,"Gorillas in the Mist {Dian Fossey""}""",NO
1988,ACTRESS IN A LEADING ROLE,Jodie Foster,"The Accused {Sarah Tobias""}""",YES
1988,ACTRESS IN A SUPPORTING ROLE,Geena Davis,"The Accidental Tourist {Muriel""}""",YES
1988,ACTRESS IN A SUPPORTING ROLE,Joan Cusack,"Working Girl {Cyn""}""",NO
1988,ACTRESS IN A SUPPORTING ROLE,Michelle Pfeiffer,"Dangerous Liaisons {Madame de Tourvel""}""",NO
1988,ACTRESS IN A SUPPORTING ROLE,Sigourney Weaver,"Working Girl {Katharine Parker""}""",NO
1988,ACTRESS IN A SUPPORTING ROLE,Frances McDormand,"Mississippi Burning {Mrs. Pell""}""",NO
1988,ART DIRECTION,Dangerous Liaisons,Art Direction: Stuart Craig; Set Decoration: Gerard James,YES
1988,ART DIRECTION,Rain Man,Art Direction: Ida Random; Set Decoration: Linda DeScenna,NO
1988,ART DIRECTION,Who Framed Roger Rabbit,Art Direction: Elliot Scott; Set Decoration: Peter Howitt,NO
1988,ART DIRECTION,Tucker The Man and His Dream,Art Direction: Dean Tavoularis; Set Decoration: Armin Ganz,NO
1988,ART DIRECTION,Beaches,Art Direction: Albert Brenner; Set Decoration: Garrett Lewis,NO
1988,BEST PICTURE,Mississippi Burning,"Frederick Zollo and Robert F. Colesberry, Producers",NO
1988,BEST PICTURE,Working Girl,"Douglas Wick, Producer",NO
1988,BEST PICTURE,Dangerous Liaisons,"Norma Heyman and Hank Moonjean, Producers",NO
1988,BEST PICTURE,The Accidental Tourist,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",NO
1988,BEST PICTURE,Rain Man,"Mark Johnson, Producer",YES
1988,CINEMATOGRAPHY,The Unbearable Lightness of Being,Sven Nykvist,NO
1988,CINEMATOGRAPHY,Tequila Sunrise,Conrad L. Hall,NO
1988,CINEMATOGRAPHY,Mississippi Burning,Peter Biziou,YES
1988,CINEMATOGRAPHY,Rain Man,John Seale,NO
1988,CINEMATOGRAPHY,Who Framed Roger Rabbit,Dean Cundey,NO
1988,COSTUME DESIGN,Sunset,Patricia Norris,NO
1988,COSTUME DESIGN,Coming to America,Deborah Nadoolman,NO
1988,COSTUME DESIGN,A Handful of Dust,Jane Robinson,NO
1988,COSTUME DESIGN,Dangerous Liaisons,James Acheson,YES
1988,COSTUME DESIGN,Tucker The Man and His Dream,Milena Canonero,NO
1988,DIRECTING,Working Girl,Mike Nichols,NO
1988,DIRECTING,The Last Temptation of Christ,Martin Scorsese,NO
1988,DIRECTING,Rain Man,Barry Levinson,YES
1988,DIRECTING,Mississippi Burning,Alan Parker,NO
1988,DIRECTING,A Fish Called Wanda,Charles Crichton,NO
1988,DOCUMENTARY (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,"Marcel Ophuls, Producer",YES
1988,DOCUMENTARY (Feature),Let's Get Lost,"Bruce Weber and Nan Bush, Producers",NO
1988,DOCUMENTARY (Feature),Promises to Keep,"Ginny Durrin, Producer",NO
1988,DOCUMENTARY (Feature),The Cry of Reason - Beyers Naude: An Afrikaner Speaks Out,"Robert Bilheimer and Ronald Mix, Producers",NO
1988,DOCUMENTARY (Feature),Who Killed Vincent Chin?,"Renee Tajima and Christine Choy, Producers",NO
1988,DOCUMENTARY (Short Subject),Portrait of Imogen,"Nancy Hale and Meg Partridge, Producers",NO
1988,DOCUMENTARY (Short Subject),Gang Cops,"Thomas B. Fleming and Daniel J. Marks, Producers",NO
1988,DOCUMENTARY (Short Subject),The Children's Storefront,"Karen Goodman, Producer",NO
1988,DOCUMENTARY (Short Subject),Family Gathering,"Lise Yasui and Ann Tegnell, Producers",NO
1988,DOCUMENTARY (Short Subject),You Don't Have to Die,"William Guttentag and Malcolm Clarke, Producers",YES
1988,FILM EDITING,Gorillas in the Mist,Stuart Baird,NO
1988,FILM EDITING,Mississippi Burning,Gerry Hambling,NO
1988,FILM EDITING,Die Hard,"Frank J. Urioste, John F. Link",NO
1988,FILM EDITING,Who Framed Roger Rabbit,Arthur Schmidt,YES
1988,FILM EDITING,Rain Man,Stu Linder,NO
1988,FOREIGN LANGUAGE FILM,Hanussen,Hungary,NO
1988,FOREIGN LANGUAGE FILM,Women on the Verge of a Nervous Breakdown,Spain,NO
1988,FOREIGN LANGUAGE FILM,Salaam Bombay!,India,NO
1988,FOREIGN LANGUAGE FILM,Pelle the Conqueror,Denmark,YES
1988,FOREIGN LANGUAGE FILM,The Music Teacher,Belgium,NO
1988,MAKEUP,Coming to America,Rick Baker,NO
1988,MAKEUP,Scrooged,"Tom Burman, Bari Dreiband-Burman",NO
1988,MAKEUP,Beetlejuice,"Ve Neill, Steve La Porte, Robert Short",YES
1988,MUSIC (Original Score),Dangerous Liaisons,George Fenton,NO
1988,MUSIC (Original Score),The Milagro Beanfield War,Dave Grusin,YES
1988,MUSIC (Original Score),Gorillas in the Mist,Maurice Jarre,NO
1988,MUSIC (Original Score),Rain Man,Hans Zimmer,NO
1988,MUSIC (Original Score),The Accidental Tourist,John Williams,NO
1988,MUSIC (Original Song),"Let the River Run"" from Working Girl""",Music and Lyric by Carly Simon,YES
1988,MUSIC (Original Song),"Calling You"" from Bagdad Cafe""",Music and Lyric by Bob Telson,NO
1988,MUSIC (Original Song),"Two Hearts"" from Buster""",Music by Lamont Dozier; Lyric by Phil Collins,NO
1988,SHORT FILM (Animated),The Cat Came Back,Cordell Barker,NO
1988,SHORT FILM (Animated),Technological Threat,"Bill Kroyer, Brian Jennings",NO
1988,SHORT FILM (Animated),Tin Toy,"John Lasseter, William Reeves",YES
1988,SHORT FILM (Live Action),The Appointments of Dennis Jennings,"Dean Parisot, Steven Wright",YES
1988,SHORT FILM (Live Action),Cadillac Dreams,"Matia Karrell, Abbee Goldstein",NO
1988,SHORT FILM (Live Action),Gullah Tales,"George deGolian, Gary Moss",NO
1988,SOUND,Gorillas in the Mist,"Andy Nelson, Brian Saunders, Peter Handford",NO
1988,SOUND,Bird,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",YES
1988,SOUND,Who Framed Roger Rabbit,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",NO
1988,SOUND,Mississippi Burning,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",NO
1988,SOUND,Die Hard,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",NO
1988,SOUND EFFECTS EDITING,Willow,"Ben Burtt, Richard Hymns",NO
1988,SOUND EFFECTS EDITING,Who Framed Roger Rabbit,"Charles L. Campbell, Louis L. Edemann",YES
1988,SOUND EFFECTS EDITING,Die Hard,"Stephen H. Flick, Richard Shorr",NO
1988,VISUAL EFFECTS,Willow,"Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans",NO
1988,VISUAL EFFECTS,Who Framed Roger Rabbit,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",YES
1988,VISUAL EFFECTS,Die Hard,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",NO
1988,WRITING (Screenplay Based on Material from Another Medium),The Accidental Tourist,"Frank Galati, Lawrence Kasdan",NO
1988,WRITING (Screenplay Based on Material from Another Medium),Little Dorrit,Christine Edzard,NO
1988,WRITING (Screenplay Based on Material from Another Medium),Gorillas in the Mist,"Screenplay by Anna Hamilton Phelan; Story by Anna Hamilton Phelan, Tab Murphy",NO
1988,WRITING (Screenplay Based on Material from Another Medium),The Unbearable Lightness of Being,"Jean-Claude Carri&Atilde;&uml;re, Philip Kaufman",NO
1988,WRITING (Screenplay Based on Material from Another Medium),Dangerous Liaisons,Christopher Hampton,YES
1988,WRITING (Screenplay Written Directly for the Screen),Rain Man,"Screenplay by Ronald Bass, Barry Morrow; Story by Barry Morrow",YES
1988,WRITING (Screenplay Written Directly for the Screen),Running on Empty,Naomi Foner,NO
1988,WRITING (Screenplay Written Directly for the Screen),Big,"Gary Ross, Anne Spielberg",NO
1988,WRITING (Screenplay Written Directly for the Screen),Bull Durham,Ron Shelton,NO
1988,WRITING (Screenplay Written Directly for the Screen),A Fish Called Wanda,"Screenplay by John Cleese; Story by John Cleese, Charles Crichton",NO
1989,ACTOR IN A LEADING ROLE,Tom Cruise,"Born on the Fourth of July {Ron Kovic""}""",NO
1989,ACTOR IN A LEADING ROLE,Robin Williams,"Dead Poets Society {John Keating""}""",NO
1989,ACTOR IN A LEADING ROLE,Kenneth Branagh,"Henry V {Henry V""}""",NO
1989,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,"My Left Foot {Christy Brown""}""",YES
1989,ACTOR IN A LEADING ROLE,Morgan Freeman,"Driving Miss Daisy {Hoke Colburn""}""",NO
1989,ACTOR IN A SUPPORTING ROLE,Denzel Washington,"Glory {Trip""}""",YES
1989,ACTOR IN A SUPPORTING ROLE,Martin Landau,"Crimes and Misdemeanors {Judah Rosenthal""}""",NO
1989,ACTOR IN A SUPPORTING ROLE,Marlon Brando,"A Dry White Season {McKenzie""}""",NO
1989,ACTOR IN A SUPPORTING ROLE,Danny Aiello,"Do the Right Thing {Sal""}""",NO
1989,ACTOR IN A SUPPORTING ROLE,Dan Aykroyd,"Driving Miss Daisy {Boolie Werthan""}""",NO
1989,ACTRESS IN A LEADING ROLE,Jessica Lange,"Music Box {Ann Talbot""}""",NO
1989,ACTRESS IN A LEADING ROLE,Jessica Tandy,"Driving Miss Daisy {Daisy Werthan""}""",YES
1989,ACTRESS IN A LEADING ROLE,Pauline Collins,"Shirley Valentine {Shirley Valentine""}""",NO
1989,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,"The Fabulous Baker Boys {Susie Diamond""}""",NO
1989,ACTRESS IN A LEADING ROLE,Isabelle Adjani,"Camille Claudel {Camille Claudel""}""",NO
1989,ACTRESS IN A SUPPORTING ROLE,Julia Roberts,"Steel Magnolias {Shelby Eatenton""}""",NO
1989,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,"My Left Foot {Mrs. Brown""}""",YES
1989,ACTRESS IN A SUPPORTING ROLE,Anjelica Huston,"Enemies, A Love Story {Tamara""}""",NO
1989,ACTRESS IN A SUPPORTING ROLE,Lena Olin,"Enemies, A Love Story {Masha""}""",NO
1989,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,"Parenthood {Helen""}""",NO
1989,ART DIRECTION,The Adventures of Baron Munchausen,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,NO
1989,ART DIRECTION,Glory,Art Direction: Norman Garwood; Set Decoration: Garrett Lewis,NO
1989,ART DIRECTION,Driving Miss Daisy,Art Direction: Bruno Rubeo; Set Decoration: Crispian Sallis,NO
1989,ART DIRECTION,Batman,Art Direction: Anton Furst; Set Decoration: Peter Young,YES
1989,ART DIRECTION,The Abyss,Art Direction: Leslie Dilley; Set Decoration: Anne Kuljian,NO
1989,BEST PICTURE,My Left Foot,"Noel Pearson, Producer",NO
1989,BEST PICTURE,Field of Dreams,"Lawrence Gordon and Charles Gordon, Producers",NO
1989,BEST PICTURE,Driving Miss Daisy,"Richard D. Zanuck and Lili Fini Zanuck, Producers",YES
1989,BEST PICTURE,Dead Poets Society,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",NO
1989,BEST PICTURE,Born on the Fourth of July,"A. Kitman Ho and Oliver Stone, Producers",NO
1989,CINEMATOGRAPHY,Glory,Freddie Francis,YES
1989,CINEMATOGRAPHY,Blaze,Haskell Wexler,NO
1989,CINEMATOGRAPHY,The Abyss,Mikael Salomon,NO
1989,CINEMATOGRAPHY,Born on the Fourth of July,Robert Richardson,NO
1989,CINEMATOGRAPHY,The Fabulous Baker Boys,Michael Ballhaus,NO
1989,COSTUME DESIGN,The Adventures of Baron Munchausen,Gabriella Pescucci,NO
1989,COSTUME DESIGN,Valmont,Theodor Pistek,NO
1989,COSTUME DESIGN,Driving Miss Daisy,Elizabeth McBride,NO
1989,COSTUME DESIGN,Henry V,Phyllis Dalton,YES
1989,COSTUME DESIGN,Harlem Nights,Joe I. Tompkins,NO
1989,DIRECTING,Dead Poets Society,Peter Weir,NO
1989,DIRECTING,Born on the Fourth of July,Oliver Stone,YES
1989,DIRECTING,My Left Foot,Jim Sheridan,NO
1989,DIRECTING,Crimes and Misdemeanors,Woody Allen,NO
1989,DIRECTING,Henry V,Kenneth Branagh,NO
1989,DOCUMENTARY (Feature),Super Chief: The Life and Legacy of Earl Warren,"Judith Leonard and Bill Jersey, Producers",NO
1989,DOCUMENTARY (Feature),For All Mankind,"Al Reinert and Betsy Broyles Breier, Producers",NO
1989,DOCUMENTARY (Feature),Adam Clayton Powell,"Richard Killberg and Yvonne Smith, Producers",NO
1989,DOCUMENTARY (Feature),Common Threads: Stories from the Quilt,"Robert Epstein and Bill Couturi&Atilde;&copy;, Producers",YES
1989,DOCUMENTARY (Feature),Crack USA: County Under Siege,"Vince DiPersio and William Guttentag, Producers",NO
1989,DOCUMENTARY (Short Subject),Yad Vashem: Preserving the Past to Ensure the Future,"Ray Errol Fox, Producer",NO
1989,DOCUMENTARY (Short Subject),The Johnstown Flood,"Charles Guggenheim, Producer",YES
1989,DOCUMENTARY (Short Subject),"Fine Food, Fine Pastries, Open 6 to 9","David Petersen, Producer",NO
1989,FILM EDITING,Driving Miss Daisy,Mark Warner,NO
1989,FILM EDITING,The Bear,No&Atilde;&laquo;lle Boisson,NO
1989,FILM EDITING,Glory,Steven Rosenblum,NO
1989,FILM EDITING,Born on the Fourth of July,"David Brenner, Joe Hutshing",YES
1989,FILM EDITING,The Fabulous Baker Boys,William Steinkamp,NO
1989,FOREIGN LANGUAGE FILM,Camille Claudel,France,NO
1989,FOREIGN LANGUAGE FILM,What Happened to Santiago,Puerto Rico,NO
1989,FOREIGN LANGUAGE FILM,Waltzing Regitze,Denmark,NO
1989,FOREIGN LANGUAGE FILM,Jesus of Montreal,Canada,NO
1989,FOREIGN LANGUAGE FILM,Cinema Paradiso,Italy,YES
1989,JEAN HERSHOLT HUMANITARIAN AWARD,Howard W. Koch,,YES
1989,MAKEUP,Dad,"Dick Smith, Ken Diaz, Greg Nelson",NO
1989,MAKEUP,Driving Miss Daisy,"Manlio Rocchetti, Lynn Barber, Kevin Haney",YES
1989,MAKEUP,The Adventures of Baron Munchausen,"Maggie Weston, Fabrizio Sforza",NO
1989,MUSIC (Original Score),Field of Dreams,James Horner,NO
1989,MUSIC (Original Score),Indiana Jones and the Last Crusade,John Williams,NO
1989,MUSIC (Original Score),Born on the Fourth of July,John Williams,NO
1989,MUSIC (Original Score),The Little Mermaid,Alan Menken,YES
1989,MUSIC (Original Score),The Fabulous Baker Boys,David Grusin,NO
1989,MUSIC (Original Song),"Under the Sea"" from The Little Mermaid""",Music by Alan Menken; Lyric by Howard Ashman,YES
1989,MUSIC (Original Song),"Kiss the Girl"" from The Little Mermaid""",Music by Alan Menken; Lyric by Howard Ashman,NO
1989,MUSIC (Original Song),"After All"" from Chances Are""",Music by Tom Snow; Lyric by Dean Pitchford,NO
1989,MUSIC (Original Song),"The Girl Who Used To Be Me"" from Shirley Valentine""",Music by Marvin Hamlisch; Lyric by Alan Bergman and Marilyn Bergman,NO
1989,MUSIC (Original Song),"I Love To See You Smile"" from Parenthood""",Music and Lyric by Randy Newman,NO
1989,SHORT FILM (Animated),The Hill Farm,Mark Baker,NO
1989,SHORT FILM (Animated),The Cow,Alexander Petrov,NO
1989,SHORT FILM (Animated),Balance,"Christoph Lauenstein, Wolfgang Lauenstein",YES
1989,SHORT FILM (Live Action),Amazon Diary,Robert Nixon,NO
1989,SHORT FILM (Live Action),Work Experience,James Hendrie,YES
1989,SHORT FILM (Live Action),The Childeater,Jonathan Tammuz,NO
1989,SOUND,Born on the Fourth of July,"Michael Minkler, Gregory H. Watkins, Wylie Stateman, Tod A. Maitland",NO
1989,SOUND,Glory,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",YES
1989,SOUND,Indiana Jones and the Last Crusade,"Ben Burtt, Gary Summers, Shawn Murphy, Tony Dawe",NO
1989,SOUND,Black Rain,"Donald O. Mitchell, Kevin O'Connell, Greg P. Russell, Keith A. Wester",NO
1989,SOUND,The Abyss,"Don Bassman, Kevin F. Cleary, Richard Overton, Lee Orloff",NO
1989,SOUND EFFECTS EDITING,Black Rain,"Milton C. Burrow, William L. Manger",NO
1989,SOUND EFFECTS EDITING,Indiana Jones and the Last Crusade,"Ben Burtt, Richard Hymns",YES
1989,SOUND EFFECTS EDITING,Lethal Weapon 2,"Robert Henderson, Alan Robert Murray",NO
1989,VISUAL EFFECTS,The Adventures of Baron Munchausen,"Richard Conway, Kent Houston",NO
1989,VISUAL EFFECTS,The Abyss,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",YES
1989,VISUAL EFFECTS,Back to the Future Part II,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley",NO
1989,WRITING (Screenplay Based on Material from Another Medium),Born on the Fourth of July,"Oliver Stone, Ron Kovic",NO
1989,WRITING (Screenplay Based on Material from Another Medium),Field of Dreams,Phil Alden Robinson,NO
1989,WRITING (Screenplay Based on Material from Another Medium),"Enemies, A Love Story","Roger L. Simon, Paul Mazursky",NO
1989,WRITING (Screenplay Based on Material from Another Medium),Driving Miss Daisy,Alfred Uhry,YES
1989,WRITING (Screenplay Based on Material from Another Medium),My Left Foot,"Jim Sheridan, Shane Connaughton",NO
1989,WRITING (Screenplay Written Directly for the Screen),Do the Right Thing,Spike Lee,NO
1989,WRITING (Screenplay Written Directly for the Screen),"sex, lies, and videotape",Steven Soderbergh,NO
1989,WRITING (Screenplay Written Directly for the Screen),When Harry Met Sally...,Nora Ephron,NO
1989,WRITING (Screenplay Written Directly for the Screen),Dead Poets Society,Tom Schulman,YES
1989,WRITING (Screenplay Written Directly for the Screen),Crimes and Misdemeanors,Woody Allen,NO
1990,ACTOR IN A LEADING ROLE,Jeremy Irons,"Reversal of Fortune {Claus Von Bulow""}""",YES
1990,ACTOR IN A LEADING ROLE,Robert De Niro,"Awakenings {Leonard Lowe""}""",NO
1990,ACTOR IN A LEADING ROLE,Gerard Depardieu,"Cyrano de Bergerac {Cyrano de Bergerac""}""",NO
1990,ACTOR IN A LEADING ROLE,Richard Harris,"The Field {Bull McCabe""}""",NO
1990,ACTOR IN A LEADING ROLE,Kevin Costner,"Dances With Wolves {Lieutenant Dunbar""}""",NO
1990,ACTOR IN A SUPPORTING ROLE,Graham Greene,"Dances With Wolves {Kicking Bird""}""",NO
1990,ACTOR IN A SUPPORTING ROLE,Al Pacino,"Dick Tracy {Big Boy Caprice""}""",NO
1990,ACTOR IN A SUPPORTING ROLE,Joe Pesci,"Good Fellas {Tommy DeVito""}""",YES
1990,ACTOR IN A SUPPORTING ROLE,Bruce Davison,"Longtime Companion {David""}""",NO
1990,ACTOR IN A SUPPORTING ROLE,Andy Garcia,"The Godfather, Part III {Vincent Mancini""}""",NO
1990,ACTRESS IN A LEADING ROLE,Kathy Bates,"Misery {Annie Wilkes""}""",YES
1990,ACTRESS IN A LEADING ROLE,Joanne Woodward,"Mr. &amp; Mrs. Bridge {India Bridge""}""",NO
1990,ACTRESS IN A LEADING ROLE,Julia Roberts,"Pretty Woman {Vivian Ward""}""",NO
1990,ACTRESS IN A LEADING ROLE,Meryl Streep,"Postcards from the Edge {Suzanne Vale""}""",NO
1990,ACTRESS IN A LEADING ROLE,Anjelica Huston,"The Grifters {Lilly Dillon""}""",NO
1990,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,"Wild at Heart {Marietta Fortune""}""",NO
1990,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,"Ghost {Oda Mae Brown""}""",YES
1990,ACTRESS IN A SUPPORTING ROLE,Mary McDonnell,"Dances With Wolves {Stands With A Fist""}""",NO
1990,ACTRESS IN A SUPPORTING ROLE,Annette Bening,"The Grifters {Myra Langtry""}""",NO
1990,ACTRESS IN A SUPPORTING ROLE,Lorraine Bracco,"Good Fellas {Karen Hill""}""",NO
1990,ART DIRECTION,"The Godfather, Part III",Art Direction: Dean Tavoularis; Set Decoration: Gary Fettis,NO
1990,ART DIRECTION,Cyrano de Bergerac,Art Direction: Ezio Frigerio; Set Decoration: Jacques Rouxel,NO
1990,ART DIRECTION,Hamlet,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,NO
1990,ART DIRECTION,Dances With Wolves,Art Direction: Jeffrey Beecroft; Set Decoration: Lisa Dean,NO
1990,ART DIRECTION,Dick Tracy,Art Direction: Richard Sylbert; Set Decoration: Rick Simpson,YES
1990,BEST PICTURE,Good Fellas,"Irwin Winkler, Producer",NO
1990,BEST PICTURE,Awakenings,"Walter F. Parkes and Lawrence Lasker, Producers",NO
1990,BEST PICTURE,"The Godfather, Part III","Francis Ford Coppola, Producer",NO
1990,BEST PICTURE,Dances With Wolves,"Jim Wilson and Kevin Costner, Producers",YES
1990,BEST PICTURE,Ghost,"Lisa Weinstein, Producer",NO
1990,CINEMATOGRAPHY,Avalon,Allen Daviau,NO
1990,CINEMATOGRAPHY,Dick Tracy,Vittorio Storaro,NO
1990,CINEMATOGRAPHY,"The Godfather, Part III",Gordon Willis,NO
1990,CINEMATOGRAPHY,Henry &amp; June,Philippe Rousselot,NO
1990,CINEMATOGRAPHY,Dances With Wolves,Dean Semler,YES
1990,COSTUME DESIGN,Dances With Wolves,Elsa Zamparelli,NO
1990,COSTUME DESIGN,Cyrano de Bergerac,Franca Squarciapino,YES
1990,COSTUME DESIGN,Avalon,Gloria Gresham,NO
1990,COSTUME DESIGN,Hamlet,Maurizio Millenotti,NO
1990,COSTUME DESIGN,Dick Tracy,Milena Canonero,NO
1990,DIRECTING,The Grifters,Stephen Frears,NO
1990,DIRECTING,Good Fellas,Martin Scorsese,NO
1990,DIRECTING,"The Godfather, Part III",Francis Ford Coppola,NO
1990,DIRECTING,Reversal of Fortune,Barbet Schroeder,NO
1990,DIRECTING,Dances With Wolves,Kevin Costner,YES
1990,DOCUMENTARY (Feature),Berkeley in the Sixties,"Mark Kitchell, Producer",NO
1990,DOCUMENTARY (Feature),Building Bombs,"Mark Mori and Susan Robinson, Producers",NO
1990,DOCUMENTARY (Feature),Waldo Salt: A Screenwriter's Journey,"Robert Hillmann and Eugene Corr, Producers",NO
1990,DOCUMENTARY (Feature),Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,"Judith Montell, Producer",NO
1990,DOCUMENTARY (Feature),American Dream,"Barbara Kopple and Arthur Cohn, Producers",YES
1990,DOCUMENTARY (Short Subject),Chimps: So Like Us,"Karen Goodman and Kirk Simon, Producers",NO
1990,DOCUMENTARY (Short Subject),Rose Kennedy: A Life to Remember,"Freida Lee Mock and Terry Sanders, Producers",NO
1990,DOCUMENTARY (Short Subject),Journey into Life: The World of the Unborn,"Derek Bromhall, Producer",NO
1990,DOCUMENTARY (Short Subject),Burning Down Tomorrow,"Kit Thomas, Producer",NO
1990,DOCUMENTARY (Short Subject),Days of Waiting,"Steven Okazaki, Producer",YES
1990,FILM EDITING,Good Fellas,Thelma Schoonmaker,NO
1990,FILM EDITING,Dances With Wolves,Neil Travis,YES
1990,FILM EDITING,"The Godfather, Part III","Barry Malkin, Lisa Fruchtman, Walter Murch",NO
1990,FILM EDITING,The Hunt for Red October,"Dennis Virkler, John Wright",NO
1990,FILM EDITING,Ghost,Walter Murch,NO
1990,FOREIGN LANGUAGE FILM,Open Doors,Italy,NO
1990,FOREIGN LANGUAGE FILM,Cyrano de Bergerac,France,NO
1990,FOREIGN LANGUAGE FILM,The Nasty Girl,Germany,NO
1990,FOREIGN LANGUAGE FILM,Journey of Hope,Switzerland,YES
1990,FOREIGN LANGUAGE FILM,Ju Dou,People's Republic of China,NO
1990,IRVING G. THALBERG MEMORIAL AWARD,David Brown and Richard D. Zanuck,,YES
1990,MAKEUP,Cyrano de Bergerac,"Mich&Atilde;&uml;le Burke, Jean-Pierre Eychenne",NO
1990,MAKEUP,Dick Tracy,"John Caglione, Jr., Doug Drexler",YES
1990,MAKEUP,Edward Scissorhands,"Ve Neill, Stan Winston",NO
1990,MUSIC (Original Score),Dances With Wolves,John Barry,YES
1990,MUSIC (Original Score),Ghost,Maurice Jarre,NO
1990,MUSIC (Original Score),Avalon,Randy Newman,NO
1990,MUSIC (Original Score),Havana,David Grusin,NO
1990,MUSIC (Original Score),Home Alone,John Williams,NO
1990,MUSIC (Original Song),"Promise Me You'll Remember"" from The Godfather, Part III""",Music by Carmine Coppola; Lyric by John Bettis,NO
1990,MUSIC (Original Song),"I'm Checkin' Out"" from Postcards from the Edge""",Music and Lyric by Shel Silverstein,NO
1990,MUSIC (Original Song),"Blaze of Glory"" from Young Guns II""",Music and Lyric by Jon Bon Jovi,NO
